status,relative_path,label,filename_label,sha256,width,height,mode,format,reason
valid,0/zimage_topdown_v1_digit0_016.png,0,0,9954392e2b99691f1ac0b69cb694889d0b57b7baeb1c1dcbffe89af434e4c8b0,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_017.png,0,0,742cbbf585f0327175e991f6fa685b6d177826ed2b9b32ddb37eafd556b31aa7,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_018.png,0,0,08b1d14cbcb954bf44a5548ec22bb55fc74c14facbb06392c5f5dd0d47de35ae,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_019.png,0,0,faab82d2bdc363484cef46b8e5e996be49713f4c470e44ea74b145b32920ead9,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_020.png,0,0,864b7db5a8b251156729a8ad1dc503ca038f87de46ac0247574c9e3444f33c1f,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_021.png,0,0,1a4398af246d53a7dae85b293371c4fe40c2ffaaf925e5602c8c61f9cf2d332d,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_022.png,0,0,d3f3ecee163aab57ec73494c166e146844ee9d4ed3d827ca355421b4b2fca556,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_023.png,0,0,c9ac9ac2f52c576486c2fa3e84d43c40f32b0ee242399cbcda3f168a485c2393,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_024.png,0,0,2d3499c79b985b288a9f74e1945bd727cd4ee15cb9e33b2022e9b88dbcfcc703,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_025.png,0,0,bc22b25a41eea96b29e3492e21bf29f64dd84afdbf2b3f77244dc516b741293e,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_026.png,0,0,ba4dbb14dca438e37f090986649602b1e721c3fa72dc4c98f6fb87fb3304ec1d,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_027.png,0,0,06b38f870b80fbeb23fb5badf41bb2d2af41bbe547169e993ed08b2ed65d9ceb,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_028.png,0,0,b277c4ab3a5806f0b7eb2067d9e4e2491bcd7bfb158ba31f06cddde75aa2af04,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_029.png,0,0,668169d440f5e19e0364ca25aacc86bf0921cc0e9a2d1c52e779f44704e4fa73,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_030.png,0,0,2a371a840044c14a03a5a3fa8355aa89f68474379873348ff48323e475fa20ef,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_031.png,0,0,f5159e12433cb0d97aff9653b2c0a18fbe6a6ca614fd48b204572cf77ad009db,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_032.png,0,0,d79492c3f8afa42e982534bda56b25cede2b284ef2c79894c6f78cf36aeac728,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_033.png,0,0,a0ebe12d057804350b0f532f39a2e4d6e67adc2b303110d6cd4e622a0d62aa1a,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_034.png,0,0,858e91ef1cb29ce37a8698f998ad5726a64718520e885532350a9f91602f9b58,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_035.png,0,0,98d55ecc12c08a6060d585730bcf574dd5544146d7f4e8245f2d674d5d7ad327,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_036.png,0,0,8fc8686aa2e8d58bd59c292119256e9a6cd1ef60e4289c2c4c825bd9279fb60f,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_037.png,0,0,afdf36b97e3a892c0161d0a937b8e1836d05764388a4b307b2c4644a267e8011,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_038.png,0,0,fdd5b6de5cfaf72e68df984cee13dcb2f8d32add9f8e200f69b7e281876893d7,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_039.png,0,0,1253f6d1ae6fab9298af3df75ddba956e9220318379aaf49ece61dced2d3d01f,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_040.png,0,0,f9d1780b066e3bf9a22c2509a26b6ee3323a897f2dd3e5e6caf10635a7b367dd,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_041.png,0,0,de32acc62c6e6cddb8505f15ccb09974adbd8e13e5b5a8d30bca95fa1113be7b,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_042.png,0,0,1a64750f3d57cec5a66723861e674165e4fdd510203d0e051af5292db44db61a,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_043.png,0,0,18a01edcdc897d67252e36a90a652a37c000c88d81ba9f1c1c94d65fcc5f4001,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_044.png,0,0,4a2a894122aad11f403ad085b76ba2356953ba263b7ffe1293a072c9a0988dd1,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_045.png,0,0,e5a6e7c48fc587659eca5ee67bb85720ef2683c3eac290aec24d8a1b5ceef115,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_046.png,0,0,323dd4f9af91b873744f850a847936c05725ffdb889d0686012706cd7ba8bbef,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_047.png,0,0,80099bec7e2e9cf928eae21c62ff6e45a493a439eb2b2da823bb1bf2b1a94c08,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_048.png,0,0,80909fc7ab3ad4884c5131282d97e77b2d56398d2f5050c2dd15621a074b94ab,760,1280,RGB,PNG,
valid,0/zimage_topdown_v1_digit0_049.png,0,0,254754d94c681fed1fdcc62c8fcc280e87f18e757e2d853b3adcbc9f6f47558e,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_000.png,1,1,c8f2930f5a5bfb4a74576b8124f89c0c6c85ef868cf52d9258401c9114a1073c,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_001.png,1,1,173c40998d83bee548098be5e0b5bb22714415508ae282a553bb38aa36b62b83,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_002.png,1,1,9dd2fde9aed17c9132b37fa5c2ebf10e7a833a01c94aa137d151688a79a08200,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_003.png,1,1,65bf63e3a867de092c0c6e90dfb09429b509b1db6fff3f61ca4041647512aa75,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_004.png,1,1,12b3329df499ce6f6e930fea00a2f58e190b20203956e6918af5fe45e7f8bddd,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_005.png,1,1,636b7cf5fd385f947bdca87daeb240e001944794dc801f17fb91316fc19ba83e,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_006.png,1,1,40f8a78b4154c3cc1fc170c7d9d51cece52c1fba0d64837020365a5b195404b8,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_007.png,1,1,96dea12b6a9dae2850d36c55beb036a6117e0540e7b461adcf608d383ed1b70b,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_008.png,1,1,8f444b7aa02996df05cf0bcb73d4bfcbd01964872a947ce4b255d1a34d4229bc,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_009.png,1,1,c5e77226abe421c153def9108967df6122ffffc4c869d693f27c84b86baa7498,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_010.png,1,1,9f8298b463ab50be9a520124e7639ee0429562bf7703431af6025bc0348b086a,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_011.png,1,1,9cf4b9e4c8eb3bb23fc7676bd31c7ec8b2b0606c1e6835bb357eefa7d0032dd4,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_012.png,1,1,6e1704a0c5c19e0b0dd1a7beba11f472a2c85082f8014196d57458befa99a067,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_013.png,1,1,142609478b48718dfe1b068b9b192a151dd91fcfce92f71fdad615ae91ba9a54,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_014.png,1,1,e9dbc03e5a415e98a8aeafa13e2947e673b23479f784870740c5fa4c994411e8,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_015.png,1,1,31435672f6342e761745ab15132b923fe49ec856a38b95ce445a02da26996b5f,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_016.png,1,1,2d620d5932646c62a0e0161c3ade9e0a5c9e4b034fa34293a0ba8d929dd1da70,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_017.png,1,1,5c8a5768a1db74afe908a745cad72edba6e09dc5cd53fefd09aef5371f243b50,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_018.png,1,1,81dc79c32fc11ec1f86fa77447afb244eb168ddadaeab346112da4cf0f016329,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_019.png,1,1,f05362f43f5f3e6c2196078b9484d7d4533a42911148185f43a097324fed03a9,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_020.png,1,1,9e18fc01be022e41b5748e088ead869850cb21dbcd2080c2ef205e045ab2651c,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_021.png,1,1,a5a121503f496915fc970879ada6b2da1186ecab76eec35ebd75d05ce4f320b2,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_022.png,1,1,ae23d8c5ea917815066e051cc0e2f669690d737f8c8c65456a37cce2860d2c9f,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_023.png,1,1,95346d4f958a859b93ff36a7638992d19cadb260defc459b0d347a84bba7dd7d,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_024.png,1,1,0609fefb92316ad9f0eac5404595cfc3d717429cc55f649556d07f528e135f28,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_025.png,1,1,f94f614a00598b7a81c478dc52c072dba4e4c5d53afc9bbc05d9126b9e068224,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_026.png,1,1,dbf2afeead23ca9e8a1da90d71953571d5b74e57ac2a79d922b2728281ef5d2f,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_027.png,1,1,540b2a9842c596afb9f2b264f741e24f2fe9d37d37de26a826f1eb5e1eadd3cb,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_028.png,1,1,f9cc20ab4fd802d5d559ad163592ea86f22a4df74fa0f82d6505ffe3e930db8f,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_029.png,1,1,84645bc7cdfcad6d334df27392d95b49078b1a0571ed24dfa7c45442ef8254af,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_030.png,1,1,1f71308ff9967dff24f7a29e37de5df0ac65481258868bd0de80dbde96aa0049,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_031.png,1,1,f2709b2aa03294744422f6c648bff5280ac86e423c55d77f9cd1f2d05d278c21,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_032.png,1,1,babba91576d3397b52f572516c964cb0989d5300625a6193d74a7a00206bc23f,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_033.png,1,1,ab850cfd29706b91364f32cb202c76c3bc7dddcce4aa7e48958b78de0c9722c2,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_034.png,1,1,1132e4f9a7ae565c037c29bb4044547191ba570d65e10331bbc7ce3127e62ea4,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_035.png,1,1,a78b2868d6a31d9cbccd58600e6b67399e9d96444ced472853d294ebfe324f41,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_036.png,1,1,ebcc91dd839e8284cb383c860a7a6dadd39faa4b9db24f5bd4424985f62c5e2c,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_037.png,1,1,100a00bb41d5295cfb3c81382dda4b0cdc5b9dc484cbd554512131bfc2fcf0b2,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_038.png,1,1,bd021ca44d47ee32d7a24e472d379834e781983880115e616bd8ccf36b008acf,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_039.png,1,1,82e32f77804e7fa2187d390c17b432d66cd42801925a720dd8e6e107b147b152,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_040.png,1,1,077ab4a2213c7c9a990dfc7107e50576a6539d521c109ac0c4fa9c55b11800f4,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_041.png,1,1,24b82f573509588f8c859c5758389197acb9ac9cb3fe9deefcc2d3ae4a014e15,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_042.png,1,1,3b7a9fce0f89893457396bb21451841ea9029cc535ffed0e2aaa928aa1a4c04f,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_043.png,1,1,24934afd71d30fbf44fdf34a33649a3e5d456b79f94ce4c174e1a0368deb99bc,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_044.png,1,1,b5c57e973af4132abb637e924c0ca5ee819bb58e9dff69cbfa5821d1493d5449,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_045.png,1,1,a19a3bae723894e7f955cf7da596b9c3170a246681bfd26bac419d098613a042,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_046.png,1,1,3c8299ed532abb195016ee2aa0c36d62032d8d9ae53698433bac2557e631f4a3,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_047.png,1,1,338350eeabdff9fe691add3e95034eddf76ffe383b5171bfd2ce419a6b2977ff,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_048.png,1,1,fc7aeb20d1f925959004ce9ca2ce9f2eec2d12ba5390ecfbe3960dffd96cb93c,760,1280,RGB,PNG,
valid,1/zimage_topdown_v1_digit1_049.png,1,1,d18fe64b088105c38fb7b13724444910de423f94a4ea514e58668681d645ef66,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_000.png,2,2,faab7e97bece348074f59457510fdb70fa072543e9f240bb20dd095242920db1,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_001.png,2,2,e01f130f99612eaff24b358bb1e6ed5050f16f490066bd0627d734a939c957c2,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_002.png,2,2,1997694d7f0817e6d680c4c0f3fb5c2011fbc8a506f61881ab35e117dc94f6a1,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_003.png,2,2,15cc48a9ef067850d279a761e1c1a3f61270b7b09c44ad3840b0e1d9c388ea6c,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_004.png,2,2,24b777fc6e02f86e0b74aa6adbe54ea0ca3c1106a4de28ae27331d6197624aa6,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_005.png,2,2,290475c01d36e34e6f826df6ab829002d02e90d2662c29ffa065bdf2d609ba18,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_006.png,2,2,50038699b69ecae9a350bea80f60c91079d00365de2c210c43900e206a450d70,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_007.png,2,2,c8584ec92480e6295f45a6b22deaaab95d4f02269f3d733950b39579b2fb4771,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_008.png,2,2,c9e1e2df312f08afb711208e07eb4224c94f5436b0149759b9c88ab66343da27,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_009.png,2,2,57d08708ce1b9d0fe840ab605c3ed83cbd43ade184c9b8045df9fe8a02d382b0,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_010.png,2,2,b08e7970efcf6de62b8d1cf03effbd210ad4c9e152c209e567aee5558344b159,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_011.png,2,2,dfd38004b9b2645f5760fcad0991a8bfd7e68e211e970fab467f86711c6ea939,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_012.png,2,2,202d53758f0e18de3352a3df3b9366a4ed1675de7678043a676e97a277b88bbe,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_013.png,2,2,fb912d0d88e6c366c96508c0c2ded13bdc75b8d84b84d0100c17a912b149ef4b,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_014.png,2,2,f967cbf1cc658c5d59712c52958aa0f1b61821b894d24c1b6db6f2c6c1545b4f,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_015.png,2,2,19780a65e3b390cdddcc40c653d5984a34517b16489a8026ed5fd06d993a2dbc,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_016.png,2,2,5bce7ca4bee11fba5f2d654cab5e1a198f33988567b718614a07b793ba6b6139,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_017.png,2,2,23dc84bb91adbce1f9c411cb8ae3842cf3ec9df4a3ab61985338a39ae07b0348,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_018.png,2,2,63df1c72b7846d5250cf751c5c114e270e799fcb7dbe3223524bff69149f2770,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_019.png,2,2,81c8abd2bd41a8880a58cc3dfe355acd698b9cbd7a5976306f8746ad92f0325d,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_020.png,2,2,7b2238222cd25b16bfc06833128e50853b1ec70cdba9e2973b3fb09a8ade0fb6,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_021.png,2,2,da1ae2d1eebb45c70219cd340ad130c44e3cc2a22c4a231c492b9ae9fe988968,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_022.png,2,2,065c0d8e5133c1d7d603b91880a9aacd9215c88fabc009c6daa386dfdc9d7eaf,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_023.png,2,2,43d351e9a98b0b99cd863ee16f27c1a49406ac606ba8da4e0dffb19d28e834a7,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_024.png,2,2,37dfdf492f0f772dfdaf9b321ba2fa078b9087d7df222da6719c615fb2467715,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_025.png,2,2,a1472316f5f619c323790f94dd2a4b9753056aca66ac97f0caf98ceaad7ab4cf,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_026.png,2,2,afe64449b3de7ce2393a7808309747026ca6f8ce99204f2684418ec1cbd6c44a,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_027.png,2,2,0ce649b7061961ab83be56a6196ba26e05c755f23cb12d3c7725fe0e5348cc82,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_028.png,2,2,cf33d04e6133d78317d9f249e93a18cc748e9c7b237d88ac34116ef86ee3c9ab,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_029.png,2,2,ab4254fb96c2ffce00d22de0f7d7a5d740b77d27d42c77ede771c6607f935b0e,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_030.png,2,2,765b21c0ae5674a7f147d03cfa7f1da34070a24bb469f30eb989f33746294329,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_031.png,2,2,7a93bab7d4205f7e99346f2c6f446c67ea83c6828855e8666926c0a6a865d727,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_032.png,2,2,a6263f47318b195d01a395d9a089e70f0666ea9ecaa60fa831003ef632151581,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_033.png,2,2,65d89cbe6f47fda0d0a126a6a1774ef729f29e184338cca96df23910a7775434,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_034.png,2,2,7a8019bf7511b3ded7f2a145a3eeecbb64a4753568eaff10b5c24cea1beb75e0,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_035.png,2,2,988bf49933357cd9788982ec50f5ecb8290ac8c85b3086e8fa36b601b7ad6cbc,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_036.png,2,2,cff92a537876bedd54775adbc636fef77e6c9565f8923abe86c82be5ba3bd2ce,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_037.png,2,2,0b3a271bb3bfe47e7e280dc19201f670d47fcd5d00f11eb50bf9008ea9ea244e,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_038.png,2,2,fed385e267539c7f876426e3164da572035fbd8cd09bcc005888fb0b26916829,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_039.png,2,2,d5b8e0d04125d6f69e9fe2597f6cf26dd715ef81a5d24169cc1acec8a6531a50,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_040.png,2,2,198915a555b8b93bad7825ec5ce389965a233f7b9c1f52afd10918eb028c299f,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_041.png,2,2,da2efae42632d2bd139c182562678fb3bfbcdf5f653f24cec815a0d9f835fdd4,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_042.png,2,2,60ddc2b1aa73f05c23b986f65b92c6f677ab96c8055aca39ef9dacaf0af00acd,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_043.png,2,2,8104f1e25836bc7f21c2cef11faf0b680aaf0c4bf5e590b2ebb120519e75d581,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_044.png,2,2,b8700c906bf58752e2230a9de7744c18b45464508f33e6de904be248a31a20f8,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_045.png,2,2,956dbf4cc215cc331beeff3385bc0b452354ed257e384a2f10510046280ed3f7,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_046.png,2,2,4a421a2962506948213b3fb55c9526718861181139d695044d29d59319f8346d,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_047.png,2,2,2c83be88138acfefc4e820e88e9066d0e75370f0526a72faee4bb0ee11eb8259,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_048.png,2,2,a4475eb247e2393d4c3672a1fe1235ae1b621aa3c0ba70dcd2111266e64c0e6d,760,1280,RGB,PNG,
valid,2/zimage_topdown_v1_digit2_049.png,2,2,4f642c12ec575e2151b104c3e3b1ee69e9cd61404934bd69caf0ae05e1b3ec1b,760,1280,RGB,PNG,
valid,3/smoke_test_v2_digit3_000.png,3,3,8f371e34edae5b06dc5d841fe855ae1e808ed7fe15f636a24c8f5098382ca99b,760,1280,RGB,PNG,
valid,3/zimage_topdown_v1_digit3_000.png,3,3,d6307b1687daa93da3d3f71819d1ea802fbe50138852294b33ed4d547549d74d,760,1280,RGB,PNG,
valid,3/zimage_topdown_v1_digit3_001.png,3,3,5689c53a752513361b9f6f959e85272af077dcaf453d87dd4952dedb5c7007b9,760,1280,RGB,PNG,
valid,3/zimage_topdown_v1_digit3_002.png,3,3,a69cc52c1824f0b2f5ce1f45e27e3b0b1091a63a786ab464d7a4c08831a83b8f,760,1280,RGB,PNG,
valid,3/zimage_topdown_v1_digit3_003.png,3,3,e63d8d0c528da9f707bcc25e7837a650a84afde72251c94ba798fb25679219bf,760,1280,RGB,PNG,
valid,3/zimage_topdown_v1_digit3_004.png,3,3,ca8798909e2b1c35d7f2a6fc9c6d49b330698655808e9f0995cc30612e219e7c,760,1280,RGB,PNG,
valid,3/zimage_topdown_v1_digit3_005.png,3,3,b9ca1b5816f4773776b31635c3acaa24a311fa87dcc866e13ecc1541fa8b81b5,760,1280,RGB,PNG,
valid,3/zimage_topdown_v1_digit3_006.png,3,3,547255ab2d8e603dc0086bf6d5fa6e254c79f2359b4b15e03ae5af281d19ec4d,760,1280,RGB,PNG,
valid,3/zimage_topdown_v1_digit3_007.png,3,3,d8484700fc595676d704ee5a716e3710d3e0da7de82672ed5cea12e88bdbdfd6,760,1280,RGB,PNG,
valid,3/zimage_topdown_v1_digit3_008.png,3,3,7da31d287b63df5b0c830440d94044b097ef6cfc681ecd6d78e7eb815ebe7396,760,1280,RGB,PNG,
valid,3/zimage_topdown_v1_digit3_009.png,3,3,12275cefcdcb05f5e147c89df3e64e76fdbe6e91fc738bb4d3a61a8d475f404e,760,1280,RGB,PNG,
valid,3/zimage_topdown_v1_digit3_010.png,3,3,b60a1ec3750a92014c3bb9c57bc8253ba419876bb543fbcb267123cfbcb659c0,760,1280,RGB,PNG,
valid,3/zimage_topdown_v1_digit3_011.png,3,3,d741475ef0be68708404f69f14871d290e52c0d8dd112364822ce635ed51869c,760,1280,RGB,PNG,
valid,3/zimage_topdown_v1_digit3_012.png,3,3,68ca2ba49555df559887462db9b47e81f15fa7c2b03508e6579d964bdccc15a2,760,1280,RGB,PNG,
